0.0085657,0.0853,-0.15141,0.0092848,-0.14959,0.17576,0.086793,0.13644,0.17016,-0.026133,-0.02855,0.061739,0.076117,0.12325,-0.075002,-0.023998,0.15456,-0.079195,-0.25723,0.19576,-0.030731,-0.11801,-0.00013574,-0.037759,-0.14192,0.1628,-0.3571,-0.1791,0.089896,-0.035595,0.11621,-0.018851,0.083943,-0.066578,0.017832,-0.20784,0.051469,-0.048039,-0.25825,0.080736,-0.40084,0.037174,0.033477,-0.0043834,-0.044396,-0.10334,0.10953,0.15647,0.060964,-0.0158,0.11827,-0.13073,0.038355,-0.037094,-0.10476,-0.14531,0.067781,0.02552,-0.010567,-0.16708,-0.16353,-0.093281,0.16156,0.048072,-0.21455,0.019596,-0.137,0.079777,-0.0496,-0.14171,0.23853,0.090978,-0.12805,-0.12595,-0.2168,0.20071,-0.26003,0.034014,0.091682,-0.1024,0.022069,-0.013543,-0.17689,0.091746,0.17992,-0.0022786,-0.15505,0.16403,0.095915,-0.12385,-0.058625,0.040156,-0.10135,-0.27557,0.015632,-0.015293,0.10686,-0.084333,0.045921,0.13502
-0.2957,0.032506,0.11812,0.28089,0.021992,0.042382,0.047904,-0.07479,0.22707,-0.041704,-0.10525,0.18864,-0.040222,0.10612,-0.18154,-0.16997,0.013607,0.1084,0.079278,0.092546,-0.15663,-0.037506,-0.05212,0.047444,0.07107,-0.11697,-0.0045795,0.033488,0.082052,-0.086233,-0.10546,0.13616,0.056062,-0.10021,-0.10692,-0.10061,0.26835,-0.12517,-0.0057475,-0.051639,-0.24183,0.21529,-0.14367,-0.057421,0.15936,0.14184,0.11223,0.12615,-0.23678,-0.25657,0.086741,-0.31745,-0.0018151,0.10988,-0.214,-0.019455,0.056448,-0.22515,-0.023293,-0.070445,0.028077,0.1072,-0.066392,0.14889,-0.048976,-0.0009982,0.10686,0.028407,-0.060132,0.044178,0.12559,0.09138,0.008593,-0.12376,0.030995,-0.064232,0.24429,-0.15619,0.055589,-0.095146,0.065508,-0.15666,0.046987,0.10224,-0.055307,0.15845,-0.13309,0.049461,0.21374,0.13995,-0.036871,-0.00015698,0.025626,-0.2512,0.14105,-0.014526,0.12375,-0.23355,-0.081877,-0.15219
-0.055371,-0.15434,-0.1395,-0.082627,0.069572,0.046812,0.048707,-0.073747,0.11363,-0.085091,-0.14565,0.099229,-0.20038,-0.0095455,-0.046293,-0.047888,-0.025918,-0.042287,-0.091694,-0.065548,0.051471,-0.042443,-0.04926,-0.070937,0.21868,-0.052354,-0.01684,-0.0884,0.037199,-0.22934,0.014433,0.2783,0.025552,0.1702,0.010577,-0.16062,0.01927,0.13243,-0.17044,0.10721,-0.1958,0.02623,-0.03419,0.02102,-0.10239,-0.09441,0.24601,0.13062,-0.24485,0.11842,0.096224,-0.15353,-0.011083,-0.2983,-0.15249,0.021751,0.11502,0.044295,0.071291,0.3768,-0.13908,0.084403,-0.068651,0.07417,0.099089,-0.055361,0.2121,-0.096036,0.11972,-0.16941,-0.092531,-0.20997,-0.033693,-0.1031,-0.057419,0.018041,0.11544,0.060084,0.15546,-0.16914,0.038119,-0.13737,-0.064483,-0.012322,0.072918,0.14396,-0.11318,0.17025,0.19835,0.22458,-0.15983,-0.10818,0.02522,-0.273,0.049759,-0.045238,0.15799,-0.17177,-0.16847,-0.16315
0.021703,0.02672,-0.054994,0.10923,0.04388,0.0066425,-0.020063,-0.19638,0.055181,-0.23635,-0.058368,0.015048,-0.1297,-0.012202,-0.093115,-0.076148,-0.04319,0.08925,0.014674,-0.016414,0.14416,-0.2167,-0.20957,0.12637,0.12262,-0.15514,0.03647,-0.089382,0.11665,-0.067341,0.0012389,0.15596,-0.0024495,0.071284,-0.29422,0.10855,0.12388,-0.03366,-0.11485,-0.012587,-0.08262,-0.0067391,0.05431,-0.017491,0.10167,0.17284,0.12809,0.13373,-0.18459,-0.0023807,0.015538,-0.27464,-0.010025,0.096161,-0.036931,-0.039904,0.10837,0.035159,-0.15988,0.061674,-0.24863,0.17201,0.0089744,-0.10523,0.099461,-0.04023,0.2461,0.058555,0.12275,-0.097242,-0.17937,-0.037546,-0.012503,-0.23522,0.011636,-0.20057,0.33454,0.014632,0.053252,-0.015554,0.27134,-0.11273,-0.14509,0.04957,-0.13608,0.099156,-0.15011,0.18615,0.087423,0.23948,0.030846,0.045611,-0.1481,-0.096466,0.0062037,0.008933,0.057985,-0.012981,-0.12563,-0.16735
-0.089648,0.0033007,0.11816,0.33371,0.0020311,0.19818,-0.068658,0.089582,0.10209,-0.0022014,-0.21035,0.29756,-0.15827,0.050704,-0.12921,-0.012286,-0.16539,0.074843,0.074227,-0.080954,-0.0099044,0.048994,0.0032725,-0.11803,0.11687,0.049751,0.083332,-0.049726,0.094006,-0.05547,-0.12167,0.23858,0.048472,-0.067104,-0.093943,-0.20549,0.27048,0.0085677,-0.034206,-0.1915,-0.059077,0.23445,-0.11914,-0.020481,0.11565,0.11026,0.13992,-0.088095,-0.25285,-0.28689,0.13799,-0.20891,0.079432,0.10165,-0.18496,-0.11903,-0.11507,-0.034006,0.0068495,-0.059847,-0.048163,0.21942,-0.16531,0.14781,-0.070739,-0.041711,-0.039752,-0.11545,0.028236,0.076518,0.10482,-0.0072488,0.059199,-0.28022,0.027428,-0.0073831,0.17132,-0.067318,0.090398,-0.076168,0.03455,-0.24985,0.035604,0.058742,-0.050878,0.073592,-0.14901,-0.036296,0.1403,0.11413,-0.14613,-0.065342,0.020208,-0.21034,0.037705,0.2118,0.08262,-0.11389,-0.19139,-0.063178
-0.12355,0.11756,-0.027249,0.073148,-0.12974,0.095337,-0.10912,-0.00075422,-0.08275,-0.014262,0.12565,0.11438,0.007688,-0.05297,-0.049763,-0.094053,0.0045613,-0.051461,-0.063381,-0.0072801,-0.12616,-0.19848,0.10298,-0.26714,-0.034281,0.087336,-0.142,-0.10504,-0.019716,0.036673,-0.053733,0.0559,0.1663,0.026931,0.044643,-0.092289,-0.035947,-0.02702,0.054894,0.040865,-0.1904,-0.0014307,0.1298,-0.10957,-0.061215,0.19128,-0.14681,0.029457,-0.021067,-0.081921,-0.16485,-0.023881,0.19542,0.078685,-0.11624,-0.052861,-0.0069493,-0.2016,-0.13951,-0.12691,0.10011,-0.18579,0.14117,0.11003,0.18341,-0.061743,0.041152,0.059828,0.078679,0.13013,0.12272,0.25791,-0.16526,-0.1517,-0.18228,-0.10283,-0.24175,-0.1151,-0.16063,0.0045902,0.037167,0.024643,-0.12205,-0.079808,0.039436,0.047207,-0.19018,-0.033616,0.050877,0.034419,-0.041759,0.075869,-0.027845,-0.022109,-0.0038175,-0.23872,-0.093502,-0.095979,-0.038452,0.1208
-0.26238,0.22741,0.044992,0.31897,0.053591,-0.11291,0.048176,0.23847,0.35729,0.09922,0.073012,0.31067,0.066361,-0.1213,-0.16706,-0.073958,-0.10636,0.12262,-0.13013,0.032212,-0.019199,-0.22827,0.13311,0.18416,0.34776,0.19673,-0.0081522,-0.15888,-0.11906,-0.15819,-0.11547,0.015979,0.17993,-0.023417,-0.18196,0.23245,0.2583,0.18011,-0.067388,0.096893,-0.13494,0.16873,0.023906,-0.05815,0.083444,0.13776,0.19675,0.093487,-0.42226,-0.44791,-0.17108,-0.26989,0.10097,0.031293,-0.30036,-0.019952,-0.022381,-0.2288,-0.18936,0.13883,-0.01379,-0.02685,-0.11039,0.1205,0.084695,0.21426,0.34946,-0.1367,-0.16707,-0.017317,-0.046077,-0.0014802,0.21097,-0.21839,0.053465,0.026049,0.079238,-0.02029,0.2082,-0.18596,-0.0040571,-0.027956,0.0061343,-0.012033,-0.22705,0.15301,-0.073853,0.18585,0.18372,0.056232,-0.0862,-0.21895,-0.023334,-0.18722,-0.024358,0.13542,0.18192,-0.24271,-0.097978,0.014138
0.042316,0.16869,-0.3516,0.0089539,0.069953,0.22921,-0.095923,0.13222,0.11857,-0.13676,0.20939,-0.016858,0.016556,0.11433,0.070016,-0.19106,-0.076152,0.018318,0.099062,-0.15701,0.09115,0.062323,-0.21481,0.039762,0.0066487,0.018371,0.24839,-0.25191,0.10188,0.078951,0.006174,0.29222,-0.23131,0.12451,-0.15604,-0.14414,0.088527,0.21231,0.085252,-0.028881,-0.037797,0.056048,-0.19503,0.034843,0.11718,0.080967,0.004735,0.15089,-0.11266,0.04881,0.0030728,-0.099939,-0.017435,-0.076436,0.0092768,0.07493,0.12687,-0.020201,-0.14563,0.020668,-0.0076673,-0.12529,0.038244,0.2656,-0.11531,0.029763,-0.14895,0.2437,-0.08876,0.22051,-0.17518,-0.089771,0.064127,-0.14291,0.030097,-0.083739,0.12058,-0.056644,-0.10367,0.125,0.055676,0.11409,0.064466,-0.065026,0.19081,-0.00056598,0.065812,0.089809,0.016687,-0.059257,-0.031669,-0.042846,-0.086937,-0.26641,-0.15616,0.099628,-0.02572,-0.039156,-0.13042,-0.05164
-0.16256,-0.053809,0.07531,-0.080792,-0.025729,0.35816,0.16045,0.091605,0.12471,-0.058256,0.17971,0.012797,-0.10975,-0.021769,-0.055245,0.026482,-0.2367,-0.12952,-0.16813,0.12245,-0.36768,-0.15219,-0.050871,-0.042867,0.19034,0.00098049,-0.069919,-0.33372,0.05789,-0.032056,-0.14839,-0.003509,0.10188,-0.033088,0.11046,0.040301,-0.043449,-0.0032158,-0.19815,-0.066038,-0.12391,0.23094,-0.10939,0.096342,-0.17124,0.022294,-0.19387,-0.030522,-0.063978,-0.14171,-0.048914,-0.036198,0.11989,0.16873,-0.080437,-0.084173,0.020735,0.077184,-0.28021,-0.14453,-0.013903,-0.12904,0.056785,-0.095734,-0.12237,0.038114,0.10356,0.14046,0.27778,-0.10498,-0.028746,0.2829,-0.13759,-0.0021471,-0.079301,0.088107,-0.16534,-0.021794,0.0079325,0.12906,-0.09041,0.0067681,-0.18484,0.15273,-0.084338,-0.014146,-0.081788,0.018844,0.08212,0.033095,0.014711,-0.1918,-0.098986,-0.17568,0.041903,0.020659,0.038698,0.038937,-0.0080973,0.096201
0.041666,0.019383,-0.43745,-0.043019,0.10338,0.16806,-0.096812,-0.021983,-0.0038308,-0.22362,0.091974,0.09283,0.034741,0.081062,-0.1044,-0.2453,-0.21817,0.065128,0.18691,-0.13992,-0.0423,0.098474,-0.05899,0.0098782,0.046721,0.070644,0.17859,-0.19052,-0.030459,0.010259,-0.081928,0.21292,-0.12614,0.039153,-0.17244,-0.10777,-0.097357,0.29689,-0.057157,-0.024364,-0.0061209,0.17372,-0.21384,-0.10411,-0.070122,0.12045,0.0085923,0.16632,-0.18594,-0.03995,0.13876,-0.13272,-0.048265,-0.059629,-0.022378,0.14367,0.13232,-0.01522,-0.20847,0.044926,-0.15709,-0.20787,0.017112,0.33092,-0.088196,-0.038838,-0.14984,0.16825,-0.084151,0.17373,-0.042809,-0.065413,0.087094,-0.085952,-0.0056756,-0.18874,0.073651,-0.098303,0.010416,0.18392,0.10413,-0.031814,0.012682,-0.068313,0.13219,-0.0049529,0.19138,0.13549,-0.11642,0.0008565,0.16046,-0.011015,-0.023746,-0.22733,-0.15785,0.011173,-0.010773,0.1108,-0.18691,-0.14681
-0.027391,0.01141,-0.043086,0.065717,0.15347,-0.0055856,-0.083532,0.029456,0.11918,0.015245,-0.26672,0.14151,0.091337,0.23177,0.18716,0.087771,0.012773,-0.11148,-0.15071,0.081626,-0.0393,0.065999,-0.025334,-0.23029,-0.12897,0.007622,0.10207,-0.0079348,0.12304,-0.10102,0.16277,-0.07463,0.047415,-0.075024,-0.16562,0.060401,0.016047,-0.064821,-0.085661,-0.14949,-0.19856,-0.036073,0.13069,-0.12011,-0.11782,0.042282,0.038538,-0.10656,0.10298,0.033708,0.1167,-0.13997,-0.023055,0.075116,0.28664,-0.18887,0.031929,-0.2295,0.09516,0.17133,0.14149,-0.19296,0.048252,-0.15979,0.064112,0.16818,0.1777,-0.21905,0.075393,-0.087608,-0.11527,0.0042454,-0.055128,0.11041,-0.14766,0.12334,-0.14261,-0.080762,-0.0091543,-0.052585,0.11584,0.088855,0.06041,0.11653,-0.14684,0.078523,-0.18701,0.014444,0.19409,-0.15468,-0.010402,-0.15927,-0.13455,-0.1499,0.0071412,-0.019807,0.005939,-0.090663,-0.1698,0.17164
-0.038009,0.044827,0.11861,0.23209,-0.15014,0.14481,0.07246,0.12024,0.15177,-0.0055701,-0.16348,0.20899,-0.1643,0.032196,-0.030787,-0.081836,-0.070624,0.01247,-0.03638,0.070877,-0.16818,-0.19225,-0.03103,0.03563,0.16412,0.0044754,-0.051056,-0.1546,0.016559,-0.21864,-0.055592,0.10898,0.029987,-0.020431,-0.15873,0.029126,0.1186,-0.077334,-0.048666,-0.10737,-0.074197,0.17206,-0.010052,-0.066166,0.0015789,0.18975,0.07315,0.053535,-0.23923,-0.12421,0.093618,-0.28038,-0.10643,0.038385,-0.21758,-0.17698,-0.00094125,-0.027242,0.11211,-0.17729,-0.071606,0.05297,-0.16273,0.14391,-0.24706,-0.061526,0.037113,-0.1064,-0.034995,0.016776,0.010355,-0.054574,-0.01129,-0.19983,-0.060255,-0.13756,0.11087,-0.11662,0.18571,-0.11315,-0.0048571,-0.23775,-0.059524,-0.045721,-0.10891,0.17034,-0.10484,0.06256,0.2576,-0.0069853,-0.038717,-0.11311,-0.14471,-0.15999,-0.014101,0.084197,0.2037,-0.27458,0.018544,-0.25425
0.15221,0.25357,-0.43489,-0.0013906,0.12701,0.31516,-0.095087,0.070273,0.10565,-0.18226,0.092423,-0.064922,-0.023688,0.016952,-0.18198,-0.25466,-0.042681,-0.070857,0.12097,-0.094405,0.098918,0.025794,-0.21742,0.047892,-0.052514,0.078217,0.12311,-0.32183,-0.053824,0.046836,-0.030697,0.26697,-0.207,0.05641,-0.16403,-0.13702,-0.0021962,0.23343,0.049389,0.0086626,-0.046629,-0.08659,-0.29595,-0.077796,0.10046,0.16728,-0.078901,0.07519,-0.027747,0.020119,0.10517,-0.10248,0.034969,-0.12979,-0.0055942,0.047871,0.092355,-0.13622,-0.17172,0.086692,-0.12815,-0.20921,0.11515,0.25324,-0.012083,0.099356,-0.25925,0.25517,-0.033151,0.18493,-0.020842,-0.032655,0.12934,-0.073466,0.17362,-0.19376,0.06697,0.018763,-0.15159,0.11839,0.024091,0.15167,0.0094913,0.056602,0.058399,-0.0047492,0.11999,0.019663,-0.056063,-0.039589,0.12942,-0.11319,0.048446,-0.013224,-0.027428,0.15227,0.033659,-0.044158,-0.18646,-0.061145
